age,workclass,fnlwgt,education,education_num,name,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
29,State-gov,309620,Masters,14,x494355162,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,20,Taiwan,0
42,Self-emp-not-inc,308279,Bachelors,13,x155141547,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,21,United-States,0
52,Private,49243,HS-grad,9,x969829288,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
33,Private,229716,HS-grad,9,x776969464,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,38,United-States,0
19,NA,400356,Some-college,10,x060552302,Never-married,NA,Own-child,White,Male,0,0,40,United-States,0
43,Private,152420,Some-college,10,x430208892,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,50,United-States,0
52,Local-gov,137753,HS-grad,,x898140779,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,20,United-States,0
27,Private,196044,Some-college,10,x026661537,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,0
37,Private,242713,12th,8,x613518181,Separated,Priv-house-serv,Unmarried,Black,Female,0,0,40,United-States,0
39,Private,112158,Some-college,10,x990193251,Married-civ-spouse,Sales,Husband,White,Male,0,0,26,NA,0
51,Federal-gov,27166,HS-grad,9,x619351148,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,0
21,Private,231053,HS-grad,9,x513495398,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,30,United-States,0
19,Private,466458,Some-college,10,x310832916,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States,0
31,Private,128591,9th,5,x966470271,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,0
39,Private,294183,HS-grad,9,x061514285,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,0
20,Private,238685,Some-college,10,x034315968,Never-married,Sales,Not-in-family,White,Female,0,0,30,United-States,0
54,Private,38795,9th,5,x899983894,Separated,Craft-repair,Unmarried,White,Male,0,0,40,United-States,0
24,Private,283613,Bachelors,13,x917582379,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,43,United-States,0
30,Private,255279,HS-grad,9,x802059691,Divorced,Adm-clerical,Unmarried,White,Female,0,0,20,United-States,0
27,Private,178778,HS-grad,9,x370440021,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
17,Private,228399,11th,7,x136945137,Never-married,Other-service,Own-child,White,Female,0,0,7,United-States,0
27,Private,157941,Assoc-voc,11,x312942108,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,0
30,Private,206512,Bachelors,13,x148844362,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,44,United-States,0
31,Private,334744,HS-grad,9,x998037006,Separated,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,0
22,Private,306967,Some-college,10,x278668934,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,25,United-States,0
18,State-gov,191117,11th,7,x457092330,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,0
35,Private,77146,Assoc-voc,11,x462442548,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,0
33,Private,126414,Bachelors,13,x025593369,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,NA,0
41,Self-emp-not-inc,254818,Masters,14,x614745203,Divorced,Handlers-cleaners,Unmarried,White,Male,0,0,40,Peru,0
24,Private,278155,Some-college,10,x852463147,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,30,United-States,0
43,Private,198316,Some-college,10,x837824083,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
45,State-gov,319666,Prof-school,15,x826550430,Divorced,Prof-specialty,Unmarried,White,Female,0,0,43,United-States,0
63,NA,447079,HS-grad,9,x668122354,Never-married,NA,Not-in-family,White,Male,0,0,15,United-States,0
41,Private,340148,Some-college,10,x730497705,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,0
63,Private,298113,Some-college,10,x996578252,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,0
31,Private,129761,HS-grad,9,x404530541,Never-married,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,0
21,Private,306850,HS-grad,9,x318271785,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,0
27,Private,200733,HS-grad,9,x406911587,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,55,United-States,0
42,Private,39324,HS-grad,9,x469303688,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0
36,Private,177616,5th-6th,3,x400808229,Separated,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,0
35,Private,335777,Some-college,10,x394518445,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,Mexico,0
39,Local-gov,177728,Masters,14,x335959677,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
70,Private,170428,Bachelors,13,x104099649,Widowed,Prof-specialty,Unmarried,White,Female,0,0,20,Puerto-Rico,0
57,Self-emp-inc,124137,Some-college,10,x910540402,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
32,Private,188048,Bachelors,13,x797229803,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0
33,Private,214129,Some-college,10,x405134415,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
35,Private,282461,HS-grad,9,x717474712,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,0
33,Self-emp-not-inc,137674,HS-grad,9,x779593437,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States,0
36,Private,188571,HS-grad,9,x477074790,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
41,Private,58124,HS-grad,9,x001874794,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,0
23,Private,205653,Bachelors,13,x308041860,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,30,United-States,0
54,Federal-gov,21698,Bachelors,13,x663721357,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,0
31,Private,77143,12th,8,x028782808,Separated,Transport-moving,Unmarried,Black,Male,0,0,40,United-States,0
20,Private,194504,Some-college,10,x370108322,Separated,Sales,Unmarried,Black,Female,0,0,40,United-States,0
26,Private,187652,Assoc-acdm,12,x885334269,Never-married,Tech-support,Own-child,White,Male,0,0,40,United-States,0
32,Private,207301,HS-grad,9,x716992148,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,40,United-States,0
49,Self-emp-not-inc,126268,Bachelors,13,x801086779,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,0
36,Private,290409,Some-college,10,x302755859,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
37,Private,231180,HS-grad,9,x066177636,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
28,Private,137898,HS-grad,9,x840414754,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,0
43,Local-gov,231964,Some-college,10,x560989370,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
37,Private,173128,HS-grad,9,x266742412,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,0
44,Self-emp-not-inc,172296,Some-college,10,x533892012,Separated,Sales,Unmarried,White,Male,0,0,60,United-States,0
35,Private,149347,Some-college,10,x799977259,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,0
47,Private,152073,HS-grad,9,x998119364,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,0
23,Local-gov,23438,HS-grad,9,x661650902,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
43,Private,174196,HS-grad,9,x024595741,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,0
29,Private,244395,11th,7,x669974100,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,0
31,Private,98639,HS-grad,9,x300928574,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,0
23,Private,141264,Some-college,10,x533511143,Never-married,Exec-managerial,Other-relative,Black,Female,0,0,40,United-States,0
23,Private,289982,HS-grad,9,x900788546,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,0
40,Private,191544,HS-grad,9,x349879586,Never-married,Other-service,Not-in-family,White,Female,0,0,35,United-States,0
43,Self-emp-not-inc,150528,HS-grad,9,x465869173,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,United-States,0
38,Private,224584,Some-college,10,x145221199,Divorced,Sales,Unmarried,Black,Female,0,0,40,United-States,0
20,NA,293091,HS-grad,9,x084346356,Never-married,NA,Own-child,White,Male,0,0,12,United-States,0
52,Local-gov,152795,Some-college,10,x050001537,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
21,Private,170800,HS-grad,9,x490541805,Never-married,Sales,Own-child,White,Female,0,0,30,United-States,0
48,Self-emp-not-inc,32825,HS-grad,9,x791739559,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
27,Self-emp-not-inc,41099,HS-grad,9,x850394998,Never-married,Craft-repair,Not-in-family,White,Male,0,0,30,United-States,0
36,Private,248445,HS-grad,9,x955237616,Separated,Transport-moving,Other-relative,White,Male,0,0,60,Mexico,0
37,Private,127772,Bachelors,13,x165565974,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
28,Private,250135,HS-grad,9,x535517138,Never-married,Prof-specialty,Other-relative,White,Female,0,0,40,United-States,0
49,Local-gov,193249,Assoc-acdm,12,x289658993,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0
50,Private,121411,12th,8,x798864096,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,0
29,Private,351324,Some-college,10,x049914763,Never-married,Sales,Unmarried,White,Female,0,0,40,United-States,0
20,Private,172047,Some-college,10,x564545504,Never-married,Farming-fishing,Own-child,White,Male,0,0,10,United-States,0
57,Private,133126,Some-college,10,x365635384,Never-married,Craft-repair,Not-in-family,Black,Female,0,0,40,United-States,0
44,Private,302424,HS-grad,9,x697008761,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,55,United-States,0
20,Local-gov,243178,HS-grad,9,x383477686,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,0
65,Private,271092,Some-college,10,x622953926,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,NA,0
18,Private,130652,Some-college,10,x249319490,Never-married,Adm-clerical,Own-child,White,Female,0,0,25,United-States,0
73,Private,139978,11th,7,x089609269,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
58,Self-emp-not-inc,165695,HS-grad,9,x134109971,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,70,United-States,0
30,NA,97281,Some-college,10,x887197181,Separated,NA,Not-in-family,White,Male,0,0,60,United-States,0
23,Private,170482,Some-college,10,x167722032,Never-married,Sales,Own-child,White,Male,0,0,45,United-States,0
37,Private,105803,HS-grad,9,x640590423,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0
40,Self-emp-not-inc,33658,HS-grad,9,x483511449,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
18,Private,329054,11th,7,x034626327,Never-married,Adm-clerical,Own-child,White,Female,0,0,15,United-States,0
26,Self-emp-inc,160340,HS-grad,9,x997554126,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,0
45,Self-emp-not-inc,222374,Bachelors,13,x213742811,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,0
49,Self-emp-inc,201498,HS-grad,9,x340851301,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
48,Local-gov,148121,Bachelors,13,x265272945,Married-spouse-absent,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,0,40,Philippines,0
44,Private,155701,7th-8th,4,x532357958,Separated,Other-service,Unmarried,White,Female,0,0,38,Peru,0
31,Private,80933,HS-grad,9,x006576884,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,52,United-States,0
36,Federal-gov,68781,Some-college,10,x457977359,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,35,United-States,0
31,NA,37030,Assoc-acdm,12,x509379719,Never-married,NA,Own-child,White,Female,0,0,25,United-States,0
17,Private,226717,12th,8,x436508735,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,0
31,Private,164309,Some-college,10,x675779611,Divorced,Adm-clerical,Unmarried,White,Female,0,0,38,United-States,0
19,Private,299050,11th,7,x570974251,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,0
30,State-gov,46144,HS-grad,9,x042558613,Married-AF-spouse,Adm-clerical,Own-child,White,Female,0,0,38,United-States,0
54,State-gov,187686,Some-college,10,x943738091,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,0
39,Private,190719,Some-college,10,x501263623,Divorced,Sales,Not-in-family,White,Male,0,0,45,United-States,0
29,Private,178551,HS-grad,9,x190199998,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
73,Self-emp-not-inc,190078,Some-college,10,x656935591,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States,0
27,State-gov,208406,Bachelors,13,x222597310,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,30,United-States,0
69,Private,370837,Bachelors,13,x893487270,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,0
47,Local-gov,272182,Some-college,10,x493710407,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,40,United-States,0
28,Private,197484,HS-grad,9,x957300523,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,0
17,Private,197732,11th,7,x517453891,Never-married,Other-service,Own-child,White,Female,0,0,12,United-States,0
37,Private,194630,HS-grad,9,x276554404,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,0
58,NA,347692,11th,7,x831615044,Divorced,NA,Not-in-family,Black,Male,0,0,15,United-States,0
37,Private,215392,Bachelors,13,x223524761,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
34,Private,158040,Bachelors,13,x995706960,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,0
17,Private,47771,11th,7,x866688193,Never-married,Prof-specialty,Own-child,White,Female,0,0,20,United-States,0
25,Private,167031,10th,6,x847420308,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,Columbia,0
35,Private,248010,Bachelors,13,x601122081,Married-spouse-absent,Craft-repair,Unmarried,White,Male,0,0,40,United-States,0
55,Private,213894,11th,7,x573218983,Separated,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,0
17,Private,150262,11th,7,x634454920,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,0
44,Private,222434,HS-grad,9,x673381053,Divorced,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,0
45,Private,367037,HS-grad,9,x236581458,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
45,State-gov,320818,Some-college,10,x396733743,Married-spouse-absent,Other-service,Other-relative,Black,Male,0,0,40,Haiti,0
24,NA,169624,HS-grad,9,x398570551,Divorced,NA,Unmarried,Black,Female,0,0,37,United-States,0
23,Private,175837,11th,7,x992890733,Never-married,Farming-fishing,Other-relative,White,Female,0,0,40,Puerto-Rico,0
73,Private,199362,HS-grad,9,x949077127,Married-civ-spouse,Other-service,Husband,White,Male,0,0,30,United-States,0
24,Private,204226,Masters,14,x904415831,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
56,Private,367200,HS-grad,9,x201290882,Divorced,Craft-repair,Other-relative,White,Male,0,0,40,United-States,0
31,State-gov,29152,12th,8,x911732326,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,0
33,Private,79303,HS-grad,9,x402825665,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,United-States,0
35,Private,272338,Assoc-voc,11,x433949174,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,0
29,Private,153805,HS-grad,9,x573998686,Never-married,Machine-op-inspct,Other-relative,Other,Male,0,0,40,Ecuador,0
46,Self-emp-inc,161386,9th,5,x430861490,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,50,United-States,0
34,Private,339142,HS-grad,9,x074795414,Separated,Handlers-cleaners,Unmarried,White,Female,0,0,40,United-States,0
36,Private,166416,HS-grad,9,x839802007,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0
40,Private,214242,HS-grad,9,x742431143,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,0
45,Private,195949,HS-grad,9,x467332206,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
33,State-gov,163110,Bachelors,13,x371104535,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,20,United-States,0
52,Self-emp-not-inc,165278,HS-grad,9,x193441941,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,22,United-States,0
27,Private,164607,Bachelors,13,x097231428,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,0
41,Local-gov,575442,Some-college,10,x614812968,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
35,Private,67083,HS-grad,9,x103766798,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,40,China,0
37,Self-emp-not-inc,75050,Assoc-voc,11,x487207619,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,0
52,NA,108211,7th-8th,4,x918024832,Married-civ-spouse,NA,Husband,White,Male,0,0,40,United-States,0
42,Private,24364,Some-college,10,x391086860,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,30,United-States,0
63,Self-emp-inc,165667,HS-grad,9,x528150906,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
18,Private,198087,HS-grad,9,x531140623,Never-married,Sales,Own-child,White,Female,0,0,30,United-States,0
60,Self-emp-not-inc,184362,HS-grad,9,x902275107,Married-civ-spouse,Sales,Wife,White,Female,0,0,25,United-States,0
29,Private,327964,9th,5,x265512417,Divorced,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,0
57,Private,99364,9th,5,x261723453,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Puerto-Rico,0
32,Private,151053,Some-college,10,x521240642,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,0
50,NA,346014,7th-8th,4,x039462333,Separated,NA,Own-child,White,Female,0,0,20,United-States,0
33,Federal-gov,88913,Some-college,10,x979186218,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,40,United-States,0
26,Private,263444,HS-grad,9,x130963231,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,0
76,Private,98695,Some-college,10,x526201124,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,20,United-States,0
38,Private,259019,HS-grad,9,x005681750,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44,United-States,0
24,Private,99970,Bachelors,13,x686601683,Never-married,Tech-support,Own-child,White,Male,0,0,40,United-States,0
36,Private,81896,Bachelors,13,x926197846,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,0
28,Private,253814,HS-grad,9,x280833299,Divorced,Other-service,Unmarried,White,Female,0,0,35,United-States,0
59,Self-emp-not-inc,70623,7th-8th,4,x137102092,Married-civ-spouse,Sales,Husband,White,Male,0,0,85,United-States,0
62,NA,144583,HS-grad,9,x665300170,Married-civ-spouse,NA,Husband,White,Male,0,0,40,United-States,0
34,Self-emp-not-inc,101266,Bachelors,13,x994371803,Never-married,Sales,Not-in-family,White,Male,0,0,62,United-States,0
64,Private,187601,Some-college,10,x330032044,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
34,Private,684015,5th-6th,3,x101341373,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,El-Salvador,0
18,NA,236090,HS-grad,9,x016190621,Never-married,NA,Own-child,White,Female,0,0,40,United-States,0
17,Private,216137,11th,7,x967570257,Never-married,Sales,Own-child,White,Female,0,0,8,United-States,0
28,Private,215014,HS-grad,9,x643558026,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,0
27,Private,256764,Assoc-acdm,12,x607478291,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,0
24,Private,201603,HS-grad,9,x085963091,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,30,United-States,0
21,Private,50341,Some-college,10,x663055877,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,0
32,Private,148207,Assoc-voc,11,x432449175,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
30,Private,402539,HS-grad,9,x360566831,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
24,Private,241367,Some-college,10,x504917853,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,0
42,Private,222011,Some-college,10,x028367568,Divorced,Sales,Unmarried,White,Female,0,0,43,United-States,0
56,Private,244605,HS-grad,9,x326092916,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
40,Private,408229,1st-4th,2,x613830635,Never-married,Other-service,Not-in-family,White,Male,0,0,45,El-Salvador,0
35,Private,187112,Bachelors,13,x532795899,Never-married,Other-service,Not-in-family,White,Female,0,0,45,United-States,0
47,Private,103757,Assoc-acdm,12,x144141558,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
17,Private,151141,12th,8,x481250266,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,0
42,State-gov,202011,Some-college,10,x650782564,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,0
63,Private,187919,11th,7,x690354913,Married-civ-spouse,Other-service,Husband,White,Male,0,0,30,United-States,0
49,Private,228583,HS-grad,9,x888205823,Divorced,Other-service,Unmarried,White,Male,0,0,40,Columbia,0
58,Private,183870,HS-grad,9,x500672200,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
67,Self-emp-inc,168370,Some-college,10,x107360365,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0
29,Private,338270,HS-grad,9,x664297500,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
60,Private,243829,Masters,14,x013189068,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,0
29,Self-emp-inc,138597,Assoc-acdm,12,x147610376,Never-married,Prof-specialty,Other-relative,Black,Female,0,0,40,United-States,0
24,Private,132327,Some-college,10,x400571822,Married-spouse-absent,Sales,Unmarried,Other,Female,0,0,30,Ecuador,0
24,NA,119156,Bachelors,13,x328272674,Never-married,NA,Own-child,White,Male,0,0,40,United-States,0
19,Private,209826,Some-college,10,x161624824,Never-married,Sales,Own-child,White,Female,0,0,15,United-States,0
28,Private,200511,HS-grad,9,x483680487,Separated,Farming-fishing,Not-in-family,White,Male,0,0,55,United-States,0
50,Self-emp-not-inc,32372,HS-grad,9,x418182934,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,30,United-States,0
51,Private,41806,11th,7,x307789976,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
37,Private,168941,11th,7,x560724203,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
67,NA,190340,11th,7,x672652983,Married-civ-spouse,NA,Husband,White,Male,0,0,40,United-States,0
24,Private,216181,Assoc-voc,11,x964068794,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,0
21,Private,188535,HS-grad,9,x694162556,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,44,United-States,0
38,Private,99156,HS-grad,9,x179761338,Separated,Other-service,Own-child,White,Male,0,0,35,United-States,0
22,Self-emp-not-inc,279802,Some-college,10,x866095976,Never-married,Prof-specialty,Own-child,White,Female,0,0,3,United-States,0
44,Private,172032,HS-grad,9,x994744854,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
39,Private,140477,HS-grad,9,x093085809,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,10,United-States,0
51,Self-emp-inc,103995,Assoc-acdm,12,x123963065,Never-married,Sales,Not-in-family,White,Female,0,0,25,United-States,0
53,Private,95864,HS-grad,9,x243436161,Never-married,Adm-clerical,Other-relative,White,Male,0,0,35,United-States,0
24,Private,315303,HS-grad,9,x621647398,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,25,United-States,0
24,Private,385540,HS-grad,9,x892702459,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Mexico,0
63,Private,201631,9th,5,x104836033,Married-civ-spouse,Farming-fishing,Husband,Black,Male,0,0,40,United-States,0
22,Private,180449,Some-college,10,x914995367,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,28,United-States,0
50,Private,274528,Some-college,10,x711722640,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0
47,Self-emp-inc,188610,HS-grad,9,x496138813,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States,0
22,NA,195143,Some-college,10,x163509422,Never-married,NA,Own-child,White,Female,0,0,29,United-States,0
71,NA,125101,Assoc-voc,11,x360053614,Widowed,NA,Not-in-family,White,Female,0,0,40,United-States,0
23,Private,185554,Bachelors,13,x739057087,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,0
22,Private,63105,HS-grad,9,x727081545,Never-married,Prof-specialty,Own-child,Black,Male,0,0,40,United-States,0
25,Private,145434,Some-college,10,x438095648,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,25,United-States,0
31,Private,442429,HS-grad,9,x005667212,Separated,Craft-repair,Unmarried,White,Female,0,0,40,Mexico,0
55,Private,160303,HS-grad,9,x024120531,Widowed,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,0
22,Self-emp-not-inc,269474,HS-grad,9,x091391246,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,0
35,Private,292185,Bachelors,13,x538547054,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0
64,Private,231619,HS-grad,9,x328481759,Married-civ-spouse,Sales,Wife,White,Female,0,0,21,United-States,0
33,Private,388741,Some-college,10,x755337267,Never-married,Adm-clerical,Unmarried,Other,Female,0,0,38,United-States,0
61,Private,168654,HS-grad,9,x600389589,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,Canada,0
24,Local-gov,317443,Bachelors,13,x480621016,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,40,United-States,0
40,Private,375603,HS-grad,9,x565801345,Divorced,Adm-clerical,Unmarried,Black,Male,0,0,40,United-States,0
37,Private,67125,HS-grad,9,x850254294,Divorced,Sales,Not-in-family,White,Male,0,0,60,United-States,0
25,Private,231638,HS-grad,9,x421844435,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0
31,Private,120461,Some-college,10,x910224653,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,0
29,Private,144592,Bachelors,13,x898765507,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,0
35,Private,239755,Some-college,10,x691934407,Never-married,Sales,Unmarried,White,Male,0,0,50,United-States,0
62,Local-gov,197218,HS-grad,9,x361277255,Widowed,Other-service,Not-in-family,White,Female,0,0,18,United-States,0
31,Private,113364,Assoc-acdm,12,x445917578,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,55,United-States,0
31,Private,487742,Some-college,10,x336462575,Separated,Sales,Unmarried,White,Female,0,0,40,United-States,0
25,Private,193701,Bachelors,13,x448439293,Never-married,Other-service,Not-in-family,White,Female,0,0,38,United-States,0
